date,file,house,bill,state,chamber
Dec-93,jpi_December_1993.pdf,Arunachal Pradesh Legislative Assembly,"The Arunachal Pradesh Fire Service Force (Amendment Bill, 1993.",Arunachal Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Arunachal Pradesh Legislative Assembly,"The Arunachal Pradesh University (Amendment) Bill, 1993.",Arunachal Pradesh,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Appropriation Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Tenancy (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Sugarcane (Supply and Purchase Regulation) Amendment Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Lottery Prohibition Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Taxation Bill (Amendment and Validation) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Entry Tax on Goods for Sale and use of Local Area in Bihar Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Electricity Duty (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The State Commission for Backward Classes Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Reservation in Vacancies for Bihar Posts and Services (Scheduled Castes and Scheduled Tribes) (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Public Land Encroachment (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Crime Control (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Joint Cadre of the Secretariat and Attached Officials (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Inter-University Board (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar and Orissa Public Demand Recovery (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Patna University (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar State University (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Patna Corporation (Amendment and Validation) (Amendment) Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Assembly,"The Bihar Panchayat Raj Bill, 1993.",Bihar,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Viniyog Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Antar Vishvavidhyalaya Board (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Apradh Niyantran (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Sthaniya Kshetra Me Upbhog Vyavahar Athawa Bikri ke Liye Mal Ko Pravesh Par Kar Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Karadhan Vidhi (Sanshodhan Evam Vidhi Manyakaran) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Panchayat Raj Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Patna Vishwavidyalaya (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Pichde Vargon Ke Liye Rajya Ayog Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Eekh (Aapoortee Evam Kharid Ka Viniyam) (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Evam Orissa Lok Maang Vasooli (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Reyya Vishwavidyalaya (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Lok Bhoomi Adhikranan (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Lottery Prabandh Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Bihar Padon Evam Sevaon Me Riktiyon Me Aarakshan (Anusochit Jatiyon, Anusochit Janajatiyon Evam Anya Pichade Vargo ke Liye (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Patna Nagar Nigam (Sanshodhan Evam Vidhinanyakaran) (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Bihar Legislative Council,"Sachivalaya Evam Sanlagnak Karyalayon ke Sahayakon ka Sanyukt Samvarj (Sanshodhan) Vidheyak, 1993.",Bihar,Legislative Council
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Appropriation Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa State Guarantees Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Barge Tax (Amendment) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Barge (Taxation on Goods) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa (Extension of the Orphanages and other Charitable Homes) (Supervision and Control Act) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Sales Tax (Amendment) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Salary, Allowances and Pension of Members of the Legislative Assembly (Amendment) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Marine Fishing Regulation (Relaxation of Time Limit for Registration of Vessels) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Mundkars (Protection from Eviction) (Amendment) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Agricultural Tenancy (Amendment) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Goa Legislative Assembly,"The Goa Motor Vehicles (Taxation on Passengers and Goods) (Amendment) Bill, 1993.",Goa,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Gujarat Legislative Assembly,"The Bombay Civil Courts (Gujarat Amendment) Bill, 1993.",Gujarat,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Gujarat Legislative Assembly,"The Gujarat Panchayats (Second Amendment) Bill, 1993.",Gujarat,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Gujarat Legislative Assembly,"The Bombay Provincial Municipal Corporation (Gujarat Amendment) Bill, 1993.",Gujarat,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Gujarat Legislative Assembly,"The Gujarat Municipalities (Amendment) Bill, 1993.",Gujarat,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Gujarat Legislative Assembly,"The Gujarat Panchayats Bill, 1993.",Gujarat,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Haryana Legislative Assembly,"The Haryana Relief of Agricultural Indebtedness (Amendment) Bill, 1993.",Haryana,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Haryana Legislative Assembly,"The Haryana Private Lotteries Prohibition Bill, 1993.",Haryana,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Haryana Legislative Assembly,"The Haryana Appropriation (No. 3) Bill, 1993.",Haryana,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Kerala Legislative Assembly,"The Kerala Appropriation (No. 3) Bill, 1993.",Kerala,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Kerala Legislative Assembly,"The Kerala Finance Bill, 1993.",Kerala,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Kerala Legislative Assembly,"The Kerala Appropriation (No. 4) Bill, 1993.",Kerala,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Kerala Legislative Assembly,"The Kerala Cooperative Societies (Second Amendment) Bill, 1993.",Kerala,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Punjab Legislative Assembly,"The Punjab Municipal (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Punjab Legislative Assembly,"The Punjab General Sales Tax (Second Amendment) Bill, 1993.",Punjab,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Punjab Legislative Assembly,"The Punjab Panchayat Samities and Zila Parishads (Temporary Supersession) Amendment Bill, 1993.",Punjab,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Punjab Legislative Assembly,"The Village Common Lands (Regulations) Amendment Bill, 1993.",Punjab,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Punjab Legislative Assembly,"The Punjab Agricultural Produce Markets (Amendment) Bill, 1993.",Punjab,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Sikkim Legislative Assembly,"The Sikkim Panchayat Bill, 1993.",Sikkim,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Sikkim Legislative Assembly,"The Sikkim Appropriation Bill, 1993.",Sikkim,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Sikkim Legislative Assembly,"The Sikkim Commission for Backward Classes Bill, 1993.",Sikkim,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Sikkim Legislative Assembly,"The Sikkim Essential Services Maintenance Bill, 1993.",Sikkim,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Sikkim Legislative Assembly,"The Sikkim Lotteries (Prohibition on Running of and Sale of Single Digit and Private Lottery Tickets) Bill, 1993.",Sikkim,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Tripura Legislative Assembly,"The Tripura Commission for Women Bill, 1993.",Tripura,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Tripura Legislative Assembly,"The Tripura Appropriation Bill, 1993.",Tripura,Legislative Assembly
Dec-93,jpi_December_1993.pdf,Tripura Legislative Assembly,"The Tripura Panchayats Bill, 1993.",Tripura,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Municipal Laws (Second Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Electricity Duty (Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Motor Vehicles Taxation (Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Record of Rights in Land and Pattadar Pass Books (Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh (Regulation of Appointments to Public Services and Rationalisation of Staff Pattern and Pay Structure) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Excise (Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh General Sales Tax (Second Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Non-Agricultural Lands Assessment (Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Advocates’ Welfare Fund (Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Andhra Pradesh Urban Areas (Development) (Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Andhra Pradesh Legislative Assembly,"The Hyderabad Municipal Corporations (Amendment) Bill, 1993",Andhra Pradesh,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Bihar Vidhan Sabha,"The Bihar Appropriation (No.2) Bill, 1993",Bihar,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Bihar Vidhan Sabha,"The Bihar Building (Lease, Rent Control and Eviction) (Amendment) Bill, 1993",Bihar,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Bihar Vidhan Sabha,"The Bihar Panchayat Raj (Amendment) Bill, 1993",Bihar,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Bihar Vidhan Parishad,"Bihar Rajya Vishwavidhayalya (Angbhut Mahavidhayalya) Seva Ayog (Sahashodhan) Vidheyak, 1993",,
Mar-94,jpi_March_1994.pdf,Bihar Vidhan Parishad,"Bihar Makan Patta Kiraya Aur Bedekhile Niwentran (Sanshodhan) Vidheyak, 1993",,
Mar-94,jpi_March_1994.pdf,Bihar Vidhan Parishad,"Bihar Panchayat Raj (Sanshodhan) Vidheyak, 1993",,
Mar-94,jpi_March_1994.pdf,Bihar Vidhan Parishad,"Bihar Viniyog (Sankhya-2) Vidheyak, 1993",,
Mar-94,jpi_March_1994.pdf,Goa Legislative Assembly,"The Goa Supplementary Appropriation Bill, 1993",Goa,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Goa Legislative Assembly,"The Goa State Commission for Backward Classes (Amendment) Bill, 1993",Goa,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Goa Legislative Assembly,"The Goa Public Gambling (Amendment) Bill, 1993",Goa,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Goa Legislative Assembly,"The Goa Salaries and Allowances of Ministers (Amendment) Bill, 1993",Goa,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Goa Legislative Assembly,"The Goa Public Health (Amendment) Bill, 1993",Goa,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Goa Legislative Assembly,"The Goa Buildings (Lease, Rent and Eviction) Control (Amendment) Bill, 1993",Goa,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Goa Legislative Assembly,"The Goa Public Libraries Bill, 1993",Goa,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Maharashtra Zilla Parishads and Panchayat Samitis (Amendment) Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Maharashtra Tax Laws (Levy, Amendment and Validation) (Third Amendment and Continuance) Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Maharashtra Regional and Town Planning (Amendment) Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Maharashtra Zilla Parishads and Panchayat Samitis (Second Amendment) Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Maharashtra Agricultural Produce Marketing (Regulation) (Amendment) Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Bombay Police (Amendment and Validation) Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Maharashtra Zilla Parishads and Panchayat Samitis (Third Amendment) Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Maharashtra Raw Cotton (Procurement, Processing and Marketing) (Retrospective Extension of Duration) Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Maharashtra Legislative Assembly,"The Maharashtra (Third Supplementary) Appropriation Bill, 1993",Maharashtra,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Punjab Vidhan Sabha,"The Punjab General Sales Tax (Third Amendment) Bill, 1993",Punjab,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Punjab Vidhan Sabha,"The Punjab Entertainment Tax (Cinematograph Shows) Amendment Bill, 1993",Punjab,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Punjab Vidhan Sabha,"The Punjab Entertainment Duty (Amendment) Bill, 1993",Punjab,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Punjab Vidhan Sabha,"The Punjab Rural Development (Amendment) Bill, 1993",Punjab,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Punjab Vidhan Sabha,"The Punjab Municipal Corporation (Amendment) Bill, 1993",Punjab,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Punjab Vidhan Sabha,"The Registration (Punjab Amendment) Bill, 1993",Punjab,Vidhan Sabha
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Pawnbrokers (Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Agricultural University (Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Co-operative Societies (Appointment of Special Officers) Second Amendment Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Municipal Laws (Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Land Encroachment (Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Societies Registration (Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Motor Vehicles Taxation (Third Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Registration of Veterinary Practitioners (Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Panchayats and Panchayat Union Councils (Appointment of Special Officers) Amendment Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu General Sales Tax (Fourth Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu General Sales Tax (Fifth Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Payment of Pension to Tamil Scholars and Miscellaneous Provisions (Amendment) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Appropriation (No.3) Bill, 1993",Tamil Nadu,Legislative Assembly
Mar-94,jpi_March_1994.pdf,Tamil Nadu Legislative Assembly,"The Tamil Nadu Backward Classes, Scheduled Castes and Scheduled Tribes (Reservation of Seats in Educational Institutions and of Appointments or Posts in the Services under the State Bill), 1993",Tamil Nadu,Legislative Assembly
